0.91029 0.016192
-2.531 6.6981
4.3602 8.3541
-0.70489 -0.51343
-5.7383 -6.2088
-4.4819 -4.7127
0.90842 0.38202
4.4273 5.8406
-5.5724 3.9576
4.256 -0.71465
-1.8763 4.3208
3.9002 4.9458
-1.6512 3.1684
3.4097 -2.8458
2.7509 -3.7186
4.0017 -5.6322
-1.3762 2.2893
3.1672 -2.0876
2.5706 7.835
4.1783 0.46918
-1.4094 1.6812
3.3032 -0.23407
-0.6899 5.6732
4.4551 0.91978
0.43072 6.1793
4.2493 7.8125
-2.2102 5.1359
4.5083 6.8181
-1.5381 4.4656
3.8053 -0.85611
-3.6955 7.4957
4.0747 7.0743
-3.3814 7.9278
4.3867 7.1527
-3.2273 3.9263
3.5652 3.3784
0.98228 0.93136
4.3048 8.7488
-5.6913 5.3119
4.3524 6.9648
-3.3028 6.3978
4.2079 3.0702
-2.8765 0.017646
4.4197 -3.0666
-4.3528 4.4058
3.7617 0.18421
-2.0124 4.599
3.7219 5.1292
-4.1637 3.7268
3.7035 1.1783
-1.5331 3.3482
4.4484 1.5236
-2.8353 3.4889
4.0611 4.3352
-2.0325 5.4061
3.4695 3.0708
-0.75983 5.7546
3.8583 7.415
3.4517 4.4644
-0.41852 4.9517
3.7967 -0.57926
-1.4054 6.8287
4.723 7.072
-0.60948 4.9422
4.6102 -2.7291
-2.4528 -0.15047
4.1376 2.5525
-1.4837 5.8328
3.9858 4.1307
0.29761 5.2212
5.0873 8.1535
-3.3855 3.6542
3.8461 7.0261
-0.19813 5.7081
3.8222 5.8412
1.4774 4.7857
3.7977 2.6556
-1.8651 1.8011
4.2754 7.2554
-0.45499 3.3474
4.4675 8.8786
-2.916 3.5733
4.6984 8.0832
0.16431 5.1043
-2.2341 -3.1081
1.046 0.33435
-1.9258 -2.9864
-4.1876 -5.1139
-2.4265 -3.0797
2.089 0.96775
-1.6956 -2.7913
-4.9665 -5.2581
-7.6645 -7.6233
-2.4237 -2.5616
4.5974 3.6822
0.41252 0.50543
-5.5943 -6.0237
-1.921 -2.7006
-2.3281 -2.8576
4.1444 3.1904
-1.7756 1.634
3.725 6.6395
-2.543 6.7817
4.2798 -0.095909
-2.105 5.3809
3.7389 1.6539
-2.1966 4.015
4.1613 7.9393
0.49415 3.5734
4.145 4.6411
-3.4003 2.5675
3.562 1.6797
-3.1733 1.6388
4.2408 8.3093
-4.5667 0.88759
3.4199 -0.95568
3.8368 -5.6588
2.2181 -3.9016
3.2454 -2.2196
3.3015 -4.2302
3.3484 -5.1862
3.6584 -4.4192
4.0736 -5.0064
5.5095 -2.1708
4.0373 -5.3738
3.673 -5.6325
2.6925 -5.2053
3.5127 -5.2376
4.1824 -4.0586
3.9281 -6.0642
2.1866 -2.3432
4.5942 -3.6297
5.1001 -4.2502
1.6937 -4.654
3.9808 -2.4098
3.3 -2.0224
3.3678 -2.7108
5.6717 -3.2
4.8229 -5.2447
1.9228 3.0054
4.0438 0.92554
-4.3256 4.0745
4.5552 1.2246
-2.3859 3.3089
3.784 4.7908
-0.63884 4.5646
0.19277 4.2912
3.81 0.047721
-1.959 3.8352
4.1755 1.9932
-1.1374 4.0567
3.494 9.8087
2.023 5.4951
4.7368 -4.0026
3.6569 -4.8153
3.3891 -4.0607
1.1641 -4.998
3.6771 -5.1889
2.0863 -5.1453
-5.6459 -5.6502
3.7341 5.3454
-0.80097 3.7714
4.0098 5.4786
-0.15353 3.1355
4.0991 -2.9498
3.4908 3.1043
-1.2162 1.9602
4.7011 -1.0551
-1.6408 3.8685
4.1221 10.164
-4.2697 3.4162
2.6435 -0.7217
-0.33739 4.2341
4.5352 8.0422
-4.6471 4.3396
3.2218 -1.8457
-3.5667 0.93383
3.6457 1.9876
-3.1236 6.1601
3.4015 0.21089
-2.2361 1.9304
3.5774 6.2096
-2.8059 4.1664
4.6763 -5.15
2.8623 -2.2553
2.4022 -5.2005
4.0854 -4.5995
2.2737 -5.2392
4.2111 7.2209
-4.8184 2.4227
4.211 4.1663
-0.61964 3.7291
4.541 1.8553
-4.9658 3.022
3.6774 -0.70668
-0.93472 2.2394
4.0845 -0.19958
-3.1372 3.9202
3.4721 -1.4832
-2.9124 4.4458
4.274 6.3068
0.097471 2.6435
3.6908 6.4725
-2.9873 4.4484
4.0399 10.112
-2.8669 2.2215
4.1302 4.8489
-1.6036 6.1247
3.5711 -4.7218
4.4288 -2.0444
5.3364 -6.0244
4.8365 -1.8032
2.913 -3.7642
-2.9483 -2.7685
-4.8586 -6.0257
-4.4156 -4.6441
0.65682 1.2905
-6.0976 -6.7753
-4.0427 -4.5746
-2.0815 -2.0486
-3.8932 -4.446
3.352 2.8239
-4.2808 4.2867
4.1862 0.79414
1.2056 2.7963
-1.2377 4.1467
3.2969 5.8003
-0.70217 2.8416
4.1146 8.5452
-7.9094 -7.093
-1.5287 -1.6337
-3.0705 -3.4504
-3.6431 -4.0317
-5.4596 -5.4293
-0.49322 -1.5699
-1.7353 -2.2821
-0.030879 -0.54024
-3.5208 -3.5557
-2.0409 -3.0847
-4.5003 -5.2114
-2.5341 -3.0035
-0.79956 -0.93699
-3.9905 -4.2688
-6.2081 -5.987
-6.2917 -8.1945
-1.14 -1.836
-4.5251 -4.5818
-6.6058 -7.4884
-3.6462 -4.5564
4.0095 -3.3114
4.9832 -2.9397
-3.1972 4.8928
3.7497 5.0222
-2.6378 4.7199
3.2878 3.3672
-3.3728 6.304
3.2631 9.8867
-2.5654 5.4319
3.8138 6.4013
-3.075 5.5051
